ICD-9-CM CODE,CCS CATEGORY,CCS CATEGORY DESCRIPTION,ICD-9-CM CODE DESCRIPTION
47.09,80,Appendectomy,OTHER APPENDECT (Begin 1996)
47.1,80,Appendectomy,INCIDENTAL APPENDECTOMY (End 1996)
47.11,80,Appendectomy,LAPAROSCOP INCID APPEND (Begin 1996)
47.19,80,Appendectomy,OTH INCID APPEND (Begin 1996)
49.41,81,Hemorrh prs,HEMORRHOID REDUCTION
49.42,81,Hemorrh prs,HEMORRHOID INJECTION
49.43,81,Hemorrh prs,HEMORRHOID CAUTERIZAT
49.44,81,Hemorrh prs,HEMORRHOID CRYOTHERAPY
49.45,81,Hemorrh prs,HEMORRHOID LIGATION
49.46,81,Hemorrh prs,HEMORRHOIDECTOMY
49.47,81,Hemorrh prs,HEMORRHOID EVACUATION
49.49,81,Hemorrh prs,HEMORRHOID PROCEDURE NEC
51.10,82,ERCP/ERC/ERP,ENDOSC RETRO CHOLANGIOPA (Begin 1989)
51.11,82,ERCP/ERC/ERP,ENDOSC (BILIARY TRACT) (Begin 1989)
51.97,82,ERCP/ERC/ERP,ERCP BILIARY TRACT (Begin 1986 End 1989)
52.13,82,ERCP/ERC/ERP,ENDOSC RETRO PANCREATOG (Begin 1989)
52.91,82,ERCP/ERC/ERP,ERCP (Begin 1980 End 1989)
50.11,83,Bx liver,CLOSED LIVER BIOPSY
50.12,83,Bx liver,OPEN LIVER BIOPSY
50.13,83,Bx liver,TRANSJUGULAR LIVER BX (Begin 2007)
51.21,84,Cholecystec,PARTIAL CHOLECYSTECTOMY (Begin 1996)
51.22,84,Cholecystec,(TOTAL) CHOLECYSTECTOMY(Begin 1991)
51.23,84,Cholecystec,LAPAROSCOPIC CHOLECYSTEC (Begin 1991)
51.24,84,Cholecystec,LAPAROSCOP PART CHOLE (Begin 1996)
51.41,84,Cholecystec,CDE FOR CALCULUS REMOV
51.42,84,Cholecystec,CDE FOR OBSTRUCTION NEC
51.43,84,Cholecystec,CHOLEDOCHOHEPAT INTUBAT
51.49,84,Cholecystec,INCIS OBSTR BILE DUC NEC
51.51,84,Cholecystec,COMMON DUCT EXPLORATION
51.59,84,Cholecystec,BILE DUCT INCISION NEC
17.11,85,Ing/fem hern,LAP DIR ING HERN-GRAFT (Begin 2008)
17.12,85,Ing/fem hern,LAP INDIR ING HERN-GRAFT (Begin 2008)
17.13,85,Ing/fem hern,LAP ING HERN-GRAFT NOS (Begin 2008)
17.21,85,Ing/fem hern,LAP BIL DIR ING HRN-GRFT (Begin 2008)
17.22,85,Ing/fem hern,LAP BI INDIR ING HRN-GRF (Begin 2008)
17.23,85,Ing/fem hern,LAP BI DR/IND ING HRN-GR (Begin 2008)
17.24,85,Ing/fem hern,LAP BIL ING HERN-GRF NOS (Begin 2008)
53.00,85,Ing/fem hern,UNILAT ING HERN REP NOS
53.01,85,Ing/fem hern,REPAIR DIRECT ING HERNIA
53.02,85,Ing/fem hern,REPAIR INDIR ING HERNIA
53.03,85,Ing/fem hern,DIR ING HERNIA REP-GRAFT
53.04,85,Ing/fem hern,IND ING HERNIA REP-GRAFT
53.05,85,Ing/fem hern,ING HERNIA REP-GRAFT NOS
53.10,85,Ing/fem hern,BILAT ING HERNIA REP NOS
53.11,85,Ing/fem hern,BILAT DIR ING HERN REP
53.12,85,Ing/fem hern,BILAT IND ING HERN REP
53.13,85,Ing/fem hern,BIL DIR/IND ING HRN REP
53.14,85,Ing/fem hern,BIL DIR ING HRN REP-GRFT
53.15,85,Ing/fem hern,BIL IND ING HRN REP-GRFT
53.16,85,Ing/fem hern,BIL DIR/IND ING HERN-PRO
53.17,85,Ing/fem hern,BIL ING HRN REP-GRFT NOS
53.21,85,Ing/fem hern,UNIL FEMOR HRN REP-GRFT
53.29,85,Ing/fem hern,UNIL FEMOR HERN REP NEC
53.31,85,Ing/fem hern,BIL FEM HERN REPAIR-GRFT
53.39,85,Ing/fem hern,BIL FEM HERN REPAIR NEC
53.41,86,Ot hern repr,UMBIL HERNIA REPAIR-GRFT
53.42,86,Ot hern repr,LAP UMBIL HERNIA-GRAFT (Begin 2008)
53.43,86,Ot hern repr,LAP UMBILICAL HERNIA NEC (Begin 2008)
53.49,86,Ot hern repr,UMBIL HERNIA REPAIR NEC
53.51,86,Ot hern repr,INCISIONAL HERNIA REPAIR
53.59,86,Ot hern repr,ABD WALL HERN REPAIR NEC
53.61,86,Ot hern repr,INCIS HERNIA REPAIR-GRFT
53.62,86,Ot hern repr,LAP INCIS HERN REPR-GRFT (Begin 2008)
53.63,86,Ot hern repr,LAP HERN ANT ABD-GFT NEC (Begin 2008)
53.69,86,Ot hern repr,ABD HERN REPAIR-GRFT NEC
53.7,86,Ot hern repr,ABD REPAIR-DIAPHR HERNIA (End 2008)
53.71,86,Ot hern repr,LAP ABD REP-DIAPHR HERN (Begin 2008)
53.72,86,Ot hern repr,OPN ABD DIAPHRM HERN NEC (Begin 2008)
53.75,86,Ot hern repr,ABD REP-DIAPHR HERN NOS (Begin 2008)
53.80,86,Ot hern repr,THOR REP-DIAPH HERN NOS
53.81,86,Ot hern repr,DIAPHRAGMATIC PLICATION
53.82,86,Ot hern repr,PARASTERN HERNIA REPAIR
53.83,86,Ot hern repr,LAP THORC APP-DIAPH HERN (Begin 2008)
53.84,86,Ot hern repr,OPN THORC DIAPH HERN NEC (Begin 2008)
53.9,86,Ot hern repr,OTHER HERNIA REPAIR
54.21,87,Laparoscopy,LAPAROSCOPY
54.91,88,Abd paracent,ABDOMINAL PARACENTESIS
54.11,89,Explor lap,EXPLORATORY LAPAROTOMY
54.5,90,Exc perit ad,PERITONEAL ADHESIOLYSIS (End 1996)
54.51,90,Exc perit ad,LAPSC LYSIS ABD ADHES (Begin 1996)
54.59,90,Exc perit ad,OTH LYSIS ABD ADHES (Begin 1996)
54.98,91,Perit dialys,PERITONEAL DIALYSIS
44.11,92,Ot bowel Dx,TRANSABDOMIN GASTROSCOPY
44.12,92,Ot bowel Dx,GASTROSCOPY THRU STOMA
44.15,92,Ot bowel Dx,OPEN GASTRIC BIOPSY
44.19,92,Ot bowel Dx,GASTRIC DIAGNOS PROC NEC
45.11,92,Ot bowel Dx,TRANSAB SM BOWEL ENDOSC
45.12,92,Ot bowel Dx,ENDOSC SM BOWEL THRU ST
45.15,92,Ot bowel Dx,OPEN SMALL BOWEL BIOPSY
45.19,92,Ot bowel Dx,SM BOWEL DX PROC NEC
45.21,92,Ot bowel Dx,TRANSAB LG BOWEL ENDOSC
45.22,92,Ot bowel Dx,ENDOSC LG BOWEL THRU ST
45.26,92,Ot bowel Dx,OPEN LARGE BOWEL BIOPSY
45.27,92,Ot bowel Dx,INTESTINAL BIOPSY NOS
45.28,92,Ot bowel Dx,LG BOWEL DX PROCED NEC
45.29,92,Ot bowel Dx,BOWEL DIAGNOST PROC NEC
48.21,92,Ot bowel Dx,TRANSAB PROCTOSIGMOIDOSC
48.22,92,Ot bowel Dx,PROCTOSIGMOIDOSC THRU ST
48.25,92,Ot bowel Dx,OPEN RECTAL BX
48.29,92,Ot bowel Dx,RECT/PERIRECT DX OP NEC
49.29,92,Ot bowel Dx,ANAL/PERIAN DX PROC NEC
42.33,93,nOR UGI Rx,ENDOSC DESTRUC ESOPH LES (Begin 1989)
42.81,93,nOR UGI Rx,INSERT PERM TUBE ESOPHAG
43.41,93,nOR UGI Rx,GASTRIC POLYPECTOMY (Begin 1989)
44.22,93,nOR UGI Rx,ENDOSCOP DILATE PYLORUS (Begin 1986)
44.43,93,nOR UGI Rx,ENDOSC CONTROL GAST HEM (Begin 1989)
44.44,93,nOR UGI Rx,TRANSCATH EMBO GAST HEM (Begin 1989)
44.49,93,nOR UGI Rx,OTHER CONTROL GAST HEM (Begin 1989)
44.62,93,nOR UGI Rx,GASTROSTOMY CLOSURE
44.93,93,nOR UGI Rx,INSERT GASTRIC BUBBLE (Begin 1986)
44.94,93,nOR UGI Rx,REMOVE GASTRIC BUBBLE (Begin 1986)
96.06,93,nOR UGI Rx,INSERT SENGSTAKEN TUBE
96.31,93,nOR UGI Rx,GASTRIC COOLING
96.32,93,nOR UGI Rx,GASTRIC FREEZING
96.33,93,nOR UGI Rx,GASTRIC LAVAGE
96.34,93,nOR UGI Rx,GASTRIC TUBE IRRIGAT NEC
96.35,93,nOR UGI Rx,GASTRIC GAVAGE
97.01,93,nOR UGI Rx,REPLACE GAST/ESOPH TUBE
97.02,93,nOR UGI Rx,REPLACE GASTROSTOMY TUBE
97.51,93,nOR UGI Rx,REMOV GASTROSTOMY TUBE
42.01,94,Ot OR UGI Rx,ESOPHAGEAL WEB INCISION
42.09,94,Ot OR UGI Rx,ESOPHAGEAL INCISION NEC
42.10,94,Ot OR UGI Rx,ESOPHAGOSTOMY NOS
42.11,94,Ot OR UGI Rx,CERVICAL ESOPHAGOSTOMY
42.12,94,Ot OR UGI Rx,ESOPH POUCH EXTERIORIZAT
42.19,94,Ot OR UGI Rx,EXT FISTULIZAT ESOPH NEC
42.31,94,Ot OR UGI Rx,LOC EXCIS ESOPH DIVERTIC
42.32,94,Ot OR UGI Rx,LOCAL EXCIS ESOPHAG NEC
42.39,94,Ot OR UGI Rx,DESTRUCT ESOPHAG LES NEC
42.40,94,Ot OR UGI Rx,ESOPHAGECTOMY NOS
42.41,94,Ot OR UGI Rx,PARTIAL ESOPHAGECTOMY
42.42,94,Ot OR UGI Rx,TOTAL ESOPHAGECTOMY
42.51,94,Ot OR UGI Rx,THORAC ESOPHAGOESOPHAGOS
42.52,94,Ot OR UGI Rx,THORAC ESOPHAGOGASTROST
42.53,94,Ot OR UGI Rx,THORAC SM BOWEL INTERPOS
42.54,94,Ot OR UGI Rx,THORAC ESOPHAGOENTER NEC
42.55,94,Ot OR UGI Rx,THORAC LG BOWEL INTERPOS
42.56,94,Ot OR UGI Rx,THORAC ESOPHAGOCOLOS NEC
42.58,94,Ot OR UGI Rx,THORAC INTERPOSITION NEC
42.59,94,Ot OR UGI Rx,THORAC ESOPHAG ANAST NEC
42.61,94,Ot OR UGI Rx,STERN ESOPHAGOESOPHAGOST
42.62,94,Ot OR UGI Rx,STERN ESOPHAGOGASTROSTOM
42.63,94,Ot OR UGI Rx,STERN SM BOWEL INTERPOS
42.64,94,Ot OR UGI Rx,STERN ESOPHAGOENTER NEC
42.65,94,Ot OR UGI Rx,STERN LG BOWEL INTERPOS
42.66,94,Ot OR UGI Rx,STERN ESOPHAGOCOLOS NEC
42.68,94,Ot OR UGI Rx,STERN INTERPOSITION NEC
42.69,94,Ot OR UGI Rx,STERN ESOPHAG ANAST NEC
42.7,94,Ot OR UGI Rx,ESOPHAGOMYOTOMY
42.82,94,Ot OR UGI Rx,SUTURE ESOPHAGEAL LACER
42.83,94,Ot OR UGI Rx,ESOPHAGOSTOMY CLOSURE
42.84,94,Ot OR UGI Rx,ESOPH FISTULA REPAIR NEC
42.85,94,Ot OR UGI Rx,ESOPHAG STRICTURE REPAIR
42.86,94,Ot OR UGI Rx,PROD SUBQ TUNNEL NO ANAS
42.87,94,Ot OR UGI Rx,ESOPHAGEAL GRAFT NEC
42.89,94,Ot OR UGI Rx,ESOPHAGEAL REPAIR NEC
42.99,94,Ot OR UGI Rx,ESOPHAGEAL OPERATION NEC
43.0,94,Ot OR UGI Rx,GASTROTOMY
43.3,94,Ot OR UGI Rx,PYLOROMYOTOMY
43.42,94,Ot OR UGI Rx,LOCAL GASTR EXCISION NEC
43.49,94,Ot OR UGI Rx,LOCAL GASTR DESTRUCT NEC
44.00,94,Ot OR UGI Rx,VAGOTOMY NOS
44.01,94,Ot OR UGI Rx,TRUNCAL VAGOTOMY
44.02,94,Ot OR UGI Rx,HIGHLY SELECT VAGOTOMY
44.03,94,Ot OR UGI Rx,SELECTIVE VAGOTOMY NEC
44.2,94,Ot OR UGI Rx,PYLOROPLASTY (Begin 1980 End 1986)
44.21,94,Ot OR UGI Rx,DILATE PYLORUS; INCISION (Begin 1986)
44.29,94,Ot OR UGI Rx,OTHER PYLOROPLASTY (Begin 1986)
44.31,94,Ot OR UGI Rx,HIGH GASTRIC BYPASS
44.38,94,Ot OR UGI Rx,LAP GASTROENTEROSTOMY (Begin 2004)
44.39,94,Ot OR UGI Rx,GASTROENTEROSTOMY NEC
44.40,94,Ot OR UGI Rx,SUTURE PEPTIC ULCER NOS
44.41,94,Ot OR UGI Rx,SUT GASTRIC ULCER SITE
44.42,94,Ot OR UGI Rx,SUTURE DUODEN ULCER SITE
44.5,94,Ot OR UGI Rx,REVISION GASTRIC ANASTOM
44.61,94,Ot OR UGI Rx,SUTURE GASTRIC LACERAT
44.63,94,Ot OR UGI Rx,CLOSE GASTRIC FISTUL NEC
44.64,94,Ot OR UGI Rx,GASTROPEXY
44.65,94,Ot OR UGI Rx,ESOPHAGOGASTROPLASTY
44.66,94,Ot OR UGI Rx,CREAT ESOPHAGASTR SPHINC
44.67,94,Ot OR UGI Rx,LAP CREAT ESOPH SPHINCT (Begin 2004)
44.68,94,Ot OR UGI Rx,LAPAROSCOP GASTROPLASTY (Begin 2004)
44.69,94,Ot OR UGI Rx,GASTRIC REPAIR NEC
44.91,94,Ot OR UGI Rx,LIGATE GASTRIC VARICES
44.92,94,Ot OR UGI Rx,INTRAOP GASTRIC MANIPUL
44.95,94,Ot OR UGI Rx,LAP GASTRIC RESTRIC PROC (Begin 2004)
44.96,94,Ot OR UGI Rx,LAP REV GAST RESTRI PROC (Begin 2004)
44.97,94,Ot OR UGI Rx,LAP REM GAST RESTRIC DEV (Begin 2004)
44.98,94,Ot OR UGI Rx,ADJUST GAST RESTRICT DEV (Begin 2004)
44.99,94,Ot OR UGI Rx,GASTRIC OPERATION NEC
45.30,95,nOR LGI prcs,ENDOSC DESTRU DUODEN LES (Begin 1989)
45.42,95,nOR LGI prcs,ENDO POLPECTOMY LRGE INT (Begin 1988)
45.43,95,nOR LGI prcs,ENDOSC DESTRU LG INT LES (Begin 1989)
46.85,95,nOR LGI prcs,DILATION OF INTESTINE (Begin 1989)
46.86,95,nOR LGI prcs,Endo insrt colonic stent (Begin 2009)
46.87,95,nOR LGI prcs,Insert colonic stent NEC (Begin 2009)
46.95,95,nOR LGI prcs,LOCAL SM BOWEL PERFUSION
46.96,95,nOR LGI prcs,LOCAL LG BOWEL PERFUSION
48.31,95,nOR LGI prcs,RAD ELECTROCOAG-RECT LES
48.32,95,nOR LGI prcs,ELECTROCOAG RECT LES NEC
48.33,95,nOR LGI prcs,LASER DESTRUC RECTAL LES
48.34,95,nOR LGI prcs,CRYOSURG DESTR RECT LES
48.36,95,nOR LGI prcs,ENDOSCOP POLYPECT RECTUM (Begin 1995)
49.03,95,nOR LGI prcs,EXCIS PERIANAL SKIN TAG
49.31,95,nOR LGI prcs,ENDOSC DESTRUC ANUS LES (Begin 1989)
96.09,95,nOR LGI prcs,INSERT RECTAL TUBE
96.19,95,nOR LGI prcs,RECTAL PACKING
96.22,95,nOR LGI prcs,DILATION OF RECTUM
96.23,95,nOR LGI prcs,DILATION ANAL SPHINCTER
96.26,95,nOR LGI prcs,MANUAL REDUC RECT PROLAP
96.29,95,nOR LGI prcs,REDUCT INTUSSUSEPT ALIMENT TRCT (Begin 1998)
96.37,95,nOR LGI prcs,PROCTOCLYSIS
96.38,95,nOR LGI prcs,IMPACTED FECES REMOVAL
96.39,95,nOR LGI prcs,OTHER TRANSANAL ENEMA
97.03,95,nOR LGI prcs,REPLACE SMALL BOWEL TUBE
97.04,95,nOR LGI prcs,REPLACE LARGE BOWEL TUBE
97.52,95,nOR LGI prcs,REMOV SMALL BOWEL TUBE
97.53,95,nOR LGI prcs,REMOV LARGE BOWEL TUBE
99.93,95,nOR LGI prcs,RECTAL MASSAGE
45.00,96,OR LGI prcs,INTESTINAL INCISION NOS
45.01,96,OR LGI prcs,DUODENAL INCISION
45.02,96,OR LGI prcs,SMALL BOWEL INCISION NEC
45.03,96,OR LGI prcs,LARGE BOWEL INCISION
45.31,96,OR LGI prcs,(LOC) EXCISE DUODENUM LES(Begin 1989)
45.32,96,OR LGI prcs,DESTRUCT DUODEN LES NEC
45.33,96,OR LGI prcs,LOCAL EXCIS SM BOWEL NEC
45.34,96,OR LGI prcs,DESTR SM BOWEL LES NEC
45.49,96,OR LGI prcs,DESTRUC LG BOWEL LES NEC
45.50,96,OR LGI prcs,INTEST SEG ISOLAT NOS
45.51,96,OR LGI prcs,SM BOWEL SEGMENT ISOLAT
45.52,96,OR LGI prcs,LG BOWEL SEGMENT ISOLAT
45.90,96,OR LGI prcs,INTESTINAL ANASTOM NOS
45.91,96,OR LGI prcs,SM-TO-SM BOWEL ANASTOM
45.92,96,OR LGI prcs,SM BOWEL-RECT STUMP ANAS
45.93,96,OR LGI prcs,SMALL-TO-LARGE BOWEL NEC
45.94,96,OR LGI prcs,LG-TO-LG BOWEL ANASTOM
45.95,96,OR LGI prcs,ANAL ANASTOMOSIS (Begin 1987)
46.01,96,OR LGI prcs,SM BOWEL EXTERIORIZATION
46.02,96,OR LGI prcs,RESECT EXT SEG SM BOWEL
46.03,96,OR LGI prcs,LG BOWEL EXTERIORIZATION
46.04,96,OR LGI prcs,RESECT EXT SEG LG BOWEL
46.40,96,OR LGI prcs,INTEST STOMA REVIS NOS
46.41,96,OR LGI prcs,SM BOWEL STOMA REVISION
46.42,96,OR LGI prcs,PERICOLOST HERNIA REPAIR
46.43,96,OR LGI prcs,LG BOWEL STOMA REVIS NEC
46.50,96,OR LGI prcs,INTEST STOMA CLOSURE NOS
46.51,96,OR LGI prcs,SM BOWEL STOMA CLOSURE
46.52,96,OR LGI prcs,LG BOWEL STOMA CLOSURE
46.60,96,OR LGI prcs,INTESTINAL FIXATION NOS
46.61,96,OR LGI prcs,SM BOWEL-ABD WALL FIXAT
46.62,96,OR LGI prcs,SMALL BOWEL FIXATION NEC
46.63,96,OR LGI prcs,LG BOWEL-ABD WALL FIXAT
46.64,96,OR LGI prcs,LARGE BOWEL FIXATION NEC
46.71,96,OR LGI prcs,DUODENAL LACERAT SUTURE
46.72,96,OR LGI prcs,DUODENAL FISTULA CLOSURE
46.73,96,OR LGI prcs,SMALL BOWEL SUTURE NEC
46.74,96,OR LGI prcs,CLOSE SM BOWEL FIST NEC
46.75,96,OR LGI prcs,SUTURE LG BOWEL LACERAT
46.76,96,OR LGI prcs,CLOSE LG BOWEL FISTULA
46.79,96,OR LGI prcs,REPAIR OF INTESTINE NEC
46.80,96,OR LGI prcs,INTRA-AB BOWEL MANIP NOS
46.81,96,OR LGI prcs,INTRA-ABD SM BOWEL MANIP
46.82,96,OR LGI prcs,INTRA-ABD LG BOWEL MANIP
46.91,96,OR LGI prcs,MYOTOMY OF SIGMOID COLON
46.92,96,OR LGI prcs,MYOTOMY OF COLON NEC
46.93,96,OR LGI prcs,REVISE SM BOWEL ANASTOM
46.94,96,OR LGI prcs,REVISE LG BOWEL ANASTOM
46.99,96,OR LGI prcs,INTESTINAL OP NEC
47.2,96,OR LGI prcs,DRAIN APPENDICEAL ABSC
47.91,96,OR LGI prcs,APPENDICOSTOMY
47.92,96,OR LGI prcs,CLOSE APPENDICEAL FISTUL
47.99,96,OR LGI prcs,APPENDICEAL OPS NEC
48.0,96,OR LGI prcs,PROCTOTOMY
48.1,96,OR LGI prcs,PROCTOSTOMY
48.35,96,OR LGI prcs,LOCAL EXCIS RECTAL LES
48.71,96,OR LGI prcs,SUTURE OF RECTAL LACER
48.72,96,OR LGI prcs,CLOSURE OF PROCTOSTOMY
48.73,96,OR LGI prcs,CLOSE RECTAL FIST NEC
48.74,96,OR LGI prcs,RECTORECTOSTOMY
48.75,96,OR LGI prcs,ABDOMINAL PROCTOPEXY
48.76,96,OR LGI prcs,PROCTOPEXY NEC
48.79,96,OR LGI prcs,REPAIR OF RECTUM NEC
48.81,96,OR LGI prcs,PERIRECTAL INCISION
48.82,96,OR LGI prcs,PERIRECTAL EXCISION
48.91,96,OR LGI prcs,INCIS RECTAL STRICTURE
48.92,96,OR LGI prcs,ANORECTAL MYOMECTOMY
48.93,96,OR LGI prcs,REPAIR PERIRECT FISTULA
48.99,96,OR LGI prcs,RECTAL PERIRECT OP NEC
49.01,96,OR LGI prcs,INCIS PERIANAL ABSCESS
49.02,96,OR LGI prcs,PERIANAL INCISION NEC
49.04,96,OR LGI prcs,PERIANAL EXCISION NEC
49.11,96,OR LGI prcs,ANAL FISTULOTOMY
49.12,96,OR LGI prcs,ANAL FISTULECTOMY
49.3,96,OR LGI prcs,LOCAL EXCIS DEST ANUS LES (Begin 1980 End 1989)
49.39,96,OR LGI prcs,OTHER DESTRUC ANUS LES (Begin 1989)
49.51,96,OR LGI prcs,LEFT LAT SPHINCTEROTOMY
49.52,96,OR LGI prcs,POST SPHINCTEROTOMY
49.59,96,OR LGI prcs,ANAL SPHINCTEROTOMY NEC
49.6,96,OR LGI prcs,EXCISION OF ANUS
49.71,96,OR LGI prcs,SUTURE ANAL LACERATION
49.72,96,OR LGI prcs,ANAL CERCLAGE
49.73,96,OR LGI prcs,CLOSURE OF ANAL FISTULA
49.74,96,OR LGI prcs,GRACILIS MUSC TRANSPLAN
49.75,96,OR LGI prcs,IMPL/REV OF ARTIFICIAL ANAL SPHINCTER (Begin 2002)
49.76,96,OR LGI prcs,REMOVAL OF ARTIFICIAL ANAL SPHINCTER (Begin 2002)
49.79,96,OR LGI prcs,ANAL SPHINCT REPAIR NEC
49.91,96,OR LGI prcs,INCISION OF ANAL SEPTUM
49.92,96,OR LGI prcs,INSERT SUBQ ANAL STIMUL
49.93,96,OR LGI prcs,ANAL INCISION NEC
49.94,96,OR LGI prcs,REDUCTION ANAL PROLAPSE
49.95,96,OR LGI prcs,CONTROL ANAL HEMORRHAGE
49.99,96,OR LGI prcs,ANAL OPERATION NEC
42.21,97,Ot GI Dx prs,ESOPHAGOSCOPY BY INCIS
42.22,97,Ot GI Dx prs,ESOPHAGOSCOPY THRU STOMA
42.25,97,Ot GI Dx prs,OPEN BIOPSY OF ESOPHAGUS (Begin 1988)
42.29,97,Ot GI Dx prs,ESOPHAGEAL DX PROC NEC
50.14,97,Ot GI Dx prs,LAPAROSCOPIC LIVER BX (Begin 2007)
50.19,97,Ot GI Dx prs,HEPATIC DX PROC NEC
51.12,97,Ot GI Dx prs,(CLOSED) BX GB/BILE DUCT( (Begin 1989)
51.13,97,Ot GI Dx prs,OPEN BIL TRCT BX
51.14,97,Ot GI Dx prs,CLO ENDOSC BX BILE DUCT (Begin 1989)
51.15,97,Ot GI Dx prs,SPHINCT OF ODDI MEASURE (Begin 1989)
51.19,97,Ot GI Dx prs,BILIARY TR DX PROC NEC
52.11,97,Ot GI Dx prs,CLOSED PANCREATIC BIOPSY
52.12,97,Ot GI Dx prs,OPEN PANCREATIC BIOPSY
52.14,97,Ot GI Dx prs,CLO ENDOSC BX PANCRE DUC (Begin 1989)
52.19,97,Ot GI Dx prs,PANCREATIC DX PROC NEC
54.22,97,Ot GI Dx prs,ABDOMINAL WALL BIOPSY
54.23,97,Ot GI Dx prs,PERITONEAL BIOPSY
54.24,97,Ot GI Dx prs,CLOSED INTRA-ABD MASS BX (Begin 1987)
54.25,97,Ot GI Dx prs,PERITONEAL LAVAGE (Begin 1993)
54.29,97,Ot GI Dx prs,ABD REGION DX PROC NEC
50.91,98,nOR GI Rx pr,PERCUTAN LIVER ASPIRAT
50.92,98,nOR GI Rx pr,EXTRACORPOR HEPAT ASSIS
50.93,98,nOR GI Rx pr,LOCAL PERFUSION LIVER
50.94,98,nOR GI Rx pr,HEPATIC INJECTION NEC
50.99,98,nOR GI Rx pr,LIVER OPERATION NEC
51.01,98,nOR GI Rx pr,PERCUTAN ASPIRATION GB
51.64,98,nOR GI Rx pr,ENDOSC DESTRU BILE LES (Begin 1989)
51.84,98,nOR GI Rx pr,ENDOSC DILATION AMPULLA (Begin 1989)
51.85,98,nOR GI Rx pr,ENDOSC SPHINCTEROTOMY (Begin 1989)
51.86,98,nOR GI Rx pr,ENDOSC INSER NASOBIL TUB (Begin 1989)
51.87,98,nOR GI Rx pr,ENDOSC INSER STENT BILE (Begin 1989)
51.88,98,nOR GI Rx pr,ENDOSC REMOVE BILE STONE (Begin 1989)
51.96,98,nOR GI Rx pr,PERC EXTRAC COM DUC CALC
51.98,98,nOR GI Rx pr,OTH PERC PROC BIL TRCT (Begin 1986)
52.21,98,nOR GI Rx pr,ENDOSC DESTR PANCREA LES (Begin 1989)
52.93,98,nOR GI Rx pr,ENDOSC INSER PANC STENT (Begin 1989)
52.94,98,nOR GI Rx pr,ENDOSC REMOVE PANC STONE (Begin 1989)
52.97,98,nOR GI Rx pr,ENDOSC INSER NASOPAN TUB (Begin 1989)
52.98,98,nOR GI Rx pr,ENDOSC DIL PANCREAT DUCT (Begin 1989)
54.96,98,nOR GI Rx pr,INJEC AIR-PERITON CAVITY
54.97,98,nOR GI Rx pr,INJ THERAP SUBST PERITON
54.99,98,nOR GI Rx pr,ABDOMEN REGION OPS NEC
96.08,98,nOR GI Rx pr,INSERT INTESTINAL TUBE
96.24,98,nOR GI Rx pr,DILAT ENTEROSTOMY STOMA
96.27,98,nOR GI Rx pr,MANUAL REDUCTION HERNIA
96.28,98,nOR GI Rx pr,MANL REDUCT STOMA PROLAP
96.36,98,nOR GI Rx pr,GI OSTOMY IRRIGATION
96.41,98,nOR GI Rx pr,BILIARY TUBE IRRIGATION
96.42,98,nOR GI Rx pr,PANCREATIC TUBE IRRIGAT
96.43,98,nOR GI Rx pr,GI TRACT INSTILLAT NEC
97.05,98,nOR GI Rx pr,REPL STENT IN BILE DUCT (Begin 1989)
97.54,98,nOR GI Rx pr,REMOV CHOLECYSTOST TUBE
97.55,98,nOR GI Rx pr,REMOV BILIARY/LIVER TUBE
97.56,98,nOR GI Rx pr,REMOV PANCREATIC TUBE
97.59,98,nOR GI Rx pr,REMOV OTHER GI DEVICE
97.82,98,nOR GI Rx pr,REMOV PERITONEAL DRAIN
97.86,98,nOR GI Rx pr,REMOV ABDOMEN DEVICE NEC
17.63,99,OR GI Rx prs,LITT lesn liver
50.0,99,OR GI Rx prs,HEPATOTOMY
50.21,99,OR GI Rx prs,MARSUPIALIZAT LIVER LES
50.22,99,OR GI Rx prs,PARTIAL HEPATECTOMY
50.23,99,OR GI Rx prs,OPN ABLTN LIVER LES/TISS (Begin 2006)
50.24,99,OR GI Rx prs,PERC ABLTN LIVER LES/TIS (Begin 2006)
50.25,99,OR GI Rx prs,LAP ABLTN LIVER LES/TISS (Begin 2006)
50.26,99,OR GI Rx prs,ABLTN LIVER LES/TISS NEC (Begin 2006)
50.29,99,OR GI Rx prs,DESTRUC HEPATIC LES NEC
50.3,99,OR GI Rx prs,HEPATIC LOBECTOMY
50.4,99,OR GI Rx prs,TOTAL HEPATECTOMY
50.61,99,OR GI Rx prs,CLOSURE LIVER LACERAT
50.69,99,OR GI Rx prs,LIVER REPAIR NEC
51.02,99,OR GI Rx prs,TROCAR CHOLECYSTOSTOMY
51.03,99,OR GI Rx prs,CHOLECYSTOSTOMY NEC
51.04,99,OR GI Rx prs,CHOLECYSTOTOMY NEC
51.31,99,OR GI Rx prs,GB-TO-HEPAT DUCT ANAST
51.32,99,OR GI Rx prs,GB-TO-INTESTINE ANASTOM
51.33,99,OR GI Rx prs,GB-TO-PANCREAS ANASTOM
51.34,99,OR GI Rx prs,GB-TO-STOMACH ANASTOMOS
51.35,99,OR GI Rx prs,GALLBLADDER ANASTOM NEC
51.36,99,OR GI Rx prs,CHOLEDOCHOENTEROSTOMY
51.37,99,OR GI Rx prs,HEPATIC DUCT-GI ANASTOM
51.39,99,OR GI Rx prs,BILE DUCT ANASTOMOS NEC
51.61,99,OR GI Rx prs,EXCIS CYST DUCT REMNANT
